Catálogo de números de pe                                                                  
         Versión                Revisión                                                   
           1.0                     1                                                       
                                                                                           
        c_Aduana                Patente         Ejercicio        Cantidad       Fecha iniciFecha fin d
           48                     9007            2007            000917         1/1/2017  
           48                     9007            2008            001055         1/1/2017  
           48                     9007            2009            000854         1/1/2017  
           48                     9007            2010            011500         1/1/2017  
           48                     9007            2011            000963         1/1/2017  
           48                     9007            2012            000659         1/1/2017  
           48                     9007            2013            000788         1/1/2017  
           48                     9007            2014            000220         1/1/2017  
           48                     9007            2015            000149         1/1/2017  
           48                     9007            2016            000242         1/1/2017  
           48                     9007            2017            999999         4/28/2017 
           52                     9007            2008            001191         1/1/2017  
           52                     9007            2009            001109         1/1/2017  
           52                     9007            2010            003141         1/1/2017  
           52                     9007            2011            002778         1/1/2017  
           52                     9007            2012            006970         1/1/2017  
           52                     9007            2013            002168         1/1/2017  
           52                     9007            2014            001060         1/1/2017  
           52                     9007            2015            000625         1/1/2017  
           52                     9007            2016            000648         1/1/2017  
           52                     9007            2017            999999         4/28/2017 
           53                     9007            2007            001675         1/1/2017  
           53                     9007            2008            001431         1/1/2017  
           53                     9007            2009            000535         1/1/2017  
           20                     9009            2007            006080         1/1/2017  
           20                     9009            2008            007869         1/1/2017  
           20                     9009            2009            014295         1/1/2017  
           20                     9009            2010            016148         1/1/2017  
           20                     9009            2011            026335         1/1/2017  
           20                     9009            2012            026247         1/1/2017  
           20                     9009            2013            025964         1/1/2017  
           20                     9009            2014            023107         1/1/2017  
           20                     9009            2015            019012         1/1/2017  
           20                     9009            2016            101003         1/1/2017  
           20                     9009            2017            999999         4/28/2017 
           46                     9009            2008            000003         1/1/2017  
           46                     9009            2009            000009         1/1/2017  
           46                     9009            2014            000001         1/1/2017  
           48                     9009            2007            000416         1/1/2017  
           48                     9009            2008            000305         1/1/2017  
           48                     9009            2009            000339         1/1/2017  
           48                     9009            2010            000314         1/1/2017  
           48                     9009            2011            000053         1/1/2017  
           48                     9009            2012            000153         1/1/2017  
           53                     9009            2007            000312         1/1/2017  
           53                     9009            2008            001082         1/1/2017  
           53                     9009            2009            000991         1/1/2017  
           53                     9009            2010            001210         1/1/2017  
           53                     9009            2011            001510         1/1/2017  
           53                     9009            2012            001483         1/1/2017  
           53                     9009            2013            001536         1/1/2017  
           53                     9009            2014            001360         1/1/2017  
           53                     9009            2015            000072         1/1/2017  
           65                     9009            2007            000046         1/1/2017  
           65                     9009            2008            000039         1/1/2017  
           65                     9009            2009            000018         1/1/2017  
           65                     9009            2010            000002         1/1/2017  
           65                     9009            2011            000002         1/1/2017  
           20                     9012            2007            003467         1/1/2017  
           20                     9012            2008            003858         1/1/2017  
           20                     9012            2009            003860         1/1/2017  
           20                     9012            2010            004112         1/1/2017  
           20                     9012            2011            004014         1/1/2017  
           20                     9012            2012            002715         1/1/2017  
           20                     9012            2013            000807         1/1/2017  
           07                     9015            2013            000018         1/1/2017  
           07                     9015            2014            000005         1/1/2017  
           20                     9015            2007            005424         1/1/2017  
           20                     9015            2008            204037         1/1/2017  
           20                     9015            2009            006736         1/1/2017  
           20                     9015            2010            013642         1/1/2017  
           20                     9015            2011            007736         1/1/2017  
           20                     9015            2012            009966         1/1/2017  
           20                     9015            2013            009971         1/1/2017  
           20                     9015            2014            010169         1/1/2017  
           20                     9015            2015            017460         1/1/2017  
           20                     9015            2016            012951         1/1/2017  
           20                     9015            2017            999999         4/28/2017 
           28                     9015            2011            000007         1/1/2017  
           28                     9015            2012            000313         1/1/2017  
           28                     9015            2013            000326         1/1/2017  
           28                     9015            2014            002454         1/1/2017  
           28                     9015            2015            000528         1/1/2017  
           28                     9015            2016            000446         1/1/2017  
           28                     9015            2017            999999         4/28/2017 
           40                     9015            2011            000034         1/1/2017  
           40                     9015            2012            000016         1/1/2017  
           40                     9015            2013            000009         1/1/2017  
           40                     9015            2014            000010         1/1/2017  
           43                     9015            2013            000013         1/1/2017  
           43                     9015            2014            000078         1/1/2017  
           43                     9015            2015            000084         1/1/2017  
           43                     9015            2016            000051         1/1/2017  
           43                     9015            2017            999999         4/28/2017 
           48                     9015            2007            002060         1/1/2017  
           48                     9015            2008            000152         1/1/2017  
           48                     9015            2009            000383         1/1/2017  
           48                     9015            2010            001272         1/1/2017  
           48                     9015            2011            001106         1/1/2017  
           48                     9015            2012            001049         1/1/2017  
           48                     9015            2013            001543         1/1/2017  
           48                     9015            2014            002350         1/1/2017  
           48                     9015            2015            016202         1/1/2017  
           48                     9015            2016            002446         1/1/2017  
           48                     9015            2017            999999         4/28/2017 
           52                     9015            2016            001789         1/1/2017  
           52                     9015            2017            999999         4/28/2017 
           53                     9015            2009            000248         1/1/2017  
           53                     9015            2010            017126         1/1/2017  
           53                     9015            2011            001308         1/1/2017  
           53                     9015            2012            001108         1/1/2017  
           53                     9015            2013            000979         1/1/2017  
           53                     9015            2014            000805         1/1/2017  
           53                     9015            2015            000801         1/1/2017  
           53                     9015            2016            001112         1/1/2017  
           53                     9015            2017            999999         4/28/2017 
           64                     9015            2016            007385         1/1/2017  
           64                     9015            2017            999999         4/28/2017 
           73                     9015            2007            000481         1/1/2017  
           73                     9015            2008            000823         1/1/2017  
           73                     9015            2009            000640         1/1/2017  
           73                     9015            2010            000807         1/1/2017  
           73                     9015            2011            000982         1/1/2017  
           73                     9015            2012            000928         1/1/2017  
           73                     9015            2013            009828         1/1/2017  
           73                     9015            2014            002448         1/1/2017  
           73                     9015            2015            000597         1/1/2017  
           73                     9015            2016            000556         1/1/2017  
           73                     9015            2017            999999         4/28/2017 
           75                     9015            2011            000011         1/1/2017  
           75                     9015            2012            000429         1/1/2017  
           75                     9015            2013            000592         1/1/2017  
           75                     9015            2014            000438         1/1/2017  
           75                     9015            2015            009311         1/1/2017  
           75                     9015            2016            000494         1/1/2017  
           75                     9015            2017            999999         4/28/2017 
           84                     9015            2007            012911         1/1/2017  
           84                     9015            2008            012233         1/1/2017  
           84                     9015            2009            009679         1/1/2017  
           84                     9015            2010            017551         1/1/2017  
           84                     9015            2011            028788         1/1/2017  
           84                     9015            2012            024641         1/1/2017  
           84                     9015            2013            020837         1/1/2017  
           84                     9015            2014            005665         1/1/2017  
           84                     9015            2015            004216         1/1/2017  
           84                     9015            2016            004548         1/1/2017  
           84                     9015            2017            999999         4/28/2017 
           42                     9016            2007            000115         1/1/2017  
           42                     9016            2008            000276         1/1/2017  
           42                     9016            2009            000257         1/1/2017  
           42                     9016            2010            000078         1/1/2017  
           52                     9016            2007            000011         1/1/2017  
           52                     9016            2008            000031         1/1/2017  
           52                     9016            2009            000020         1/1/2017  
           52                     9016            2010            000001         1/1/2017  
           81                     9016            2007            000018         1/1/2017  
           81                     9016            2010            000035         1/1/2017  
           20                     9019            2007            000965         1/1/2017  
           20                     9019            2008            000063         1/1/2017  
           07                     9020            2007            001752         1/1/2017  
           07                     9020            2008            001490         1/1/2017  
           07                     9020            2009            001008         1/1/2017  
           07                     9020            2010            001809         1/1/2017  
           07                     9020            2011            001793         1/1/2017  
           07                     9020            2012            000556         1/1/2017  
           07                     9020            2013            000307         1/1/2017  
           07                     9020            2014            000518         1/1/2017  
           07                     9020            2015            000455         1/1/2017  
           07                     9020            2016            000452         1/1/2017  
           07                     9020            2017            999999         4/28/2017 
           14                     9020            2007            000018         1/1/2017  
           14                     9020            2008            000053         1/1/2017  
           14                     9020            2009            000003         1/1/2017  
           20                     9020            2007            030857         1/1/2017  
           20                     9020            2008            035621         1/1/2017  
           20                     9020            2009            030879         1/1/2017  
           20                     9020            2010            025268         1/1/2017  
           20                     9020            2011            020932         1/1/2017  
           20                     9020            2012            017033         1/1/2017  
           20                     9020            2013            013548         1/1/2017  
           20                     9020            2014            013547         1/1/2017  
           20                     9020            2015            016950         1/1/2017  
           20                     9020            2016            022687         1/1/2017  
           20                     9020            2017            999999         4/28/2017 
           24                     9020            2007            000214         1/1/2017  
           24                     9020            2008            000140         1/1/2017  
           24                     9020            2009            000001         1/1/2017  
           30                     9020            2007            003812         1/1/2017  
           30                     9020            2008            005622         1/1/2017  
           30                     9020            2009            002076         1/1/2017  
           30                     9020            2010            003193         1/1/2017  
           30                     9020            2011            002686         1/1/2017  
           30                     9020            2012            001134         1/1/2017  
           30                     9020            2013            000718         1/1/2017  
           30                     9020            2014            000829         1/1/2017  
           30                     9020            2015            000805         1/1/2017  
           30                     9020            2016            000713         1/1/2017  
           30                     9020            2017            999999         4/28/2017 
           37                     9020            2015            000034         1/1/2017  
           37                     9020            2016            000151         1/1/2017  
           37                     9020            2017            999999         4/28/2017 
           40                     9020            2007            002214         1/1/2017  
           40                     9020            2008            001190         1/1/2017  
           40                     9020            2009            001107         1/1/2017  
           40                     9020            2010            002717         1/1/2017  
           40                     9020            2011            003269         1/1/2017  
           40                     9020            2012            000891         1/1/2017  
           40                     9020            2013            000364         1/1/2017  
           40                     9020            2014            000204         1/1/2017  
           40                     9020            2015            000280         1/1/2017  
           40                     9020            2016            000337         1/1/2017  
           40                     9020            2017            999999         4/28/2017 
           43                     9020            2007            000044         1/1/2017  
           43                     9020            2008            000046         1/1/2017  
           43                     9020            2009            000184         1/1/2017  
           43                     9020            2010            000140         1/1/2017  
           43                     9020            2011            000477         1/1/2017  
           43                     9020            2012            000389         1/1/2017  
           43                     9020            2013            000347         1/1/2017  
           43                     9020            2014            000352         1/1/2017  
           43                     9020            2015            000375         1/1/2017  
           43                     9020            2016            000376         1/1/2017  
           43                     9020            2017            999999         4/28/2017 
           48                     9020            2007            015020         1/1/2017  
           48                     9020            2008            008708         1/1/2017  
           48                     9020            2009            003241         1/1/2017  
           48                     9020            2010            000976         1/1/2017  
           48                     9020            2011            000426         1/1/2017  
           48                     9020            2012            000135         1/1/2017  
           48                     9020            2013            000211         1/1/2017  
           48                     9020            2014            000249         1/1/2017  
           48                     9020            2015            000138         1/1/2017  
           48                     9020            2016            000128         1/1/2017  
           48                     9020            2017            999999         4/28/2017 
           52                     9020            2007            000003         1/1/2017  
           52                     9020            2008            000001         1/1/2017  
           52                     9020            2009            000005         1/1/2017  
           52                     9020            2010            000033         1/1/2017  
           52                     9020            2011            000019         1/1/2017  
           52                     9020            2013            000001         1/1/2017  
           52                     9020            2014            000268         1/1/2017  
           52                     9020            2015            000261         1/1/2017  
           52                     9020            2016            000175         1/1/2017  
           52                     9020            2017            999999         4/28/2017 
           53                     9020            2007            002978         1/1/2017  
           53                     9020            2008            002192         1/1/2017  
           53                     9020            2009            002655         1/1/2017  
           53                     9020            2010            003039         1/1/2017  
           53                     9020            2011            005849         1/1/2017  
           53                     9020            2012            002127         1/1/2017  
           53                     9020            2013            002128         1/1/2017  
           53                     9020            2014            001379         1/1/2017  
           53                     9020            2015            000960         1/1/2017  
           53                     9020            2016            000853         1/1/2017  
           53                     9020            2017            999999         4/28/2017 
           64                     9020            2007            004566         1/1/2017  
           64                     9020            2008            002143         1/1/2017  
           64                     9020            2009            002002         1/1/2017  
           64                     9020            2010            003190         1/1/2017  
           64                     9020            2011            006164         1/1/2017  
           64                     9020            2012            002676         1/1/2017  
           65                     9020            2007            000393         1/1/2017  
           65                     9020            2008            000337         1/1/2017  
           65                     9020            2009            000619         1/1/2017  
           73                     9020            2007            000340         1/1/2017  
           73                     9020            2008            000271         1/1/2017  
           73                     9020            2009            000029         1/1/2017  
           73                     9020            2014            000003         1/1/2017  
           73                     9020            2015            000004         1/1/2017  
           73                     9020            2016            000002         1/1/2017  
           75                     9020            2007            000527         1/1/2017  
           75                     9020            2008            000548         1/1/2017  
           75                     9020            2009            000465         1/1/2017  
           75                     9020            2010            000201         1/1/2017  
           75                     9020            2011            000107         1/1/2017  
           75                     9020            2012            000100         1/1/2017  
           75                     9020            2013            000092         1/1/2017  
           75                     9020            2014            000039         1/1/2017  
           75                     9020            2015            000007         1/1/2017  
           81                     9020            2007            000018         1/1/2017  
           81                     9020            2008            000026         1/1/2017  
           81                     9020            2009            000017         1/1/2017  
           81                     9020            2010            000012         1/1/2017  
           81                     9020            2011            000025         1/1/2017  
           81                     9020            2012            000021         1/1/2017  
           81                     9020            2013            000008         1/1/2017  
           20                     9021            2007            014548         1/1/2017  
           20                     9021            2008            019372         1/1/2017  
           20                     9021            2009            021496         1/1/2017  
           20                     9021            2010            023732         1/1/2017  
           20                     9021            2011            028122         1/1/2017  
           20                     9021            2012            018480         1/1/2017  
           20                     9021            2013            010422         1/1/2017  
           20                     9021            2014            011090         1/1/2017  
           20                     9021            2015            013627         1/1/2017  
           20                     9021            2016            014450         1/1/2017  
           20                     9021            2017            999999         4/28/2017 
           14                     9022            2008            000012         1/1/2017  
           14                     9022            2009            000039         1/1/2017  
           14                     9022            2010            000026         1/1/2017  
           14                     9022            2011            000023         1/1/2017  
           14                     9022            2012            000035         1/1/2017  
           14                     9022            2013            000043         1/1/2017  
           14                     9022            2014            000025         1/1/2017  
           14                     9022            2015            000021         1/1/2017  
           16                     9022            2007            000248         1/1/2017  
           16                     9022            2008            000439         1/1/2017  
           16                     9022            2009            001858         1/1/2017  
           16                     9022            2010            002048         1/1/2017  
           16                     9022            2011            002579         1/1/2017  
           16                     9022            2012            001841         1/1/2017  
           16                     9022            2013            000300         1/1/2017  
           16                     9022            2014            000282         1/1/2017  
           16                     9022            2015            000177         1/1/2017  
           16                     9022            2016            000022         1/1/2017  
           20                     9022            2007            020991         1/1/2017  
           20                     9022            2008            021316         1/1/2017  
           20                     9022            2009            901466         1/1/2017  
           20                     9022            2010            019341         1/1/2017  
           20                     9022            2011            019200         1/1/2017  
           20                     9022            2012            018149         1/1/2017  
           20                     9022            2013            016805         1/1/2017  
           20                     9022            2014            014697         1/1/2017  
           20                     9022            2015            013791         1/1/2017  
           20                     9022            2016            002233         1/1/2017  
           43                     9022            2011            000511         1/1/2017  
           43                     9022            2012            001652         1/1/2017  
           43                     9022            2013            000414         1/1/2017  
           43                     9022            2014            000219         1/1/2017  
           43                     9022            2015            000232         1/1/2017  
           46                     9022            2009            000547         1/1/2017  
           48                     9022            2007            003208         1/1/2017  
           48                     9022            2008            003421         1/1/2017  
           48                     9022            2009            003827         1/1/2017  
           48                     9022            2010            005943         1/1/2017  
           48                     9022            2011            003868         1/1/2017  
           48                     9022            2012            004203         1/1/2017  
           48                     9022            2013            004828         1/1/2017  
           48                     9022            2014            004260         1/1/2017  
           48                     9022            2015            002962         1/1/2017  
           48                     9022            2016            000007         1/1/2017  
           52                     9022            2007            004388         1/1/2017  
           52                     9022            2008            005444         1/1/2017  
           52                     9022            2009            005955         1/1/2017  
           52                     9022            2010            004557         1/1/2017  
           52                     9022            2011            002357         1/1/2017  
           52                     9022            2012            000855         1/1/2017  
           52                     9022            2013            000477         1/1/2017  
           52                     9022            2014            000622         1/1/2017  
           52                     9022            2015            000502         1/1/2017  
           53                     9022            2007            000640         1/1/2017  
           53                     9022            2008            000573         1/1/2017  
           53                     9022            2009            000623         1/1/2017  
           53                     9022            2010            000912         1/1/2017  
           53                     9022            2011            000832         1/1/2017  
           53                     9022            2012            000619         1/1/2017  
           53                     9022            2013            000595         1/1/2017  
           53                     9022            2014            000521         1/1/2017  
           53                     9022            2015            000405         1/1/2017  
           64                     9022            2007            003479         1/1/2017  
           64                     9022            2008            003104         1/1/2017  
           64                     9022            2009            001860         1/1/2017  
           64                     9022            2010            001714         1/1/2017  
           64                     9022            2011            001930         1/1/2017  
           64                     9022            2012            001438         1/1/2017  
           64                     9022            2013            000828         1/1/2017  
           64                     9022            2014            000951         1/1/2017  
           64                     9022            2015            000760         1/1/2017  
           64                     9022            2016            000003         1/1/2017  
           73                     9022            2007            004250         1/1/2017  
           73                     9022            2008            003368         1/1/2017  
           73                     9022            2009            002954         1/1/2017  
           73                     9022            2010            002919         1/1/2017  
           73                     9022            2011            004188         1/1/2017  
           73                     9022            2012            007134         1/1/2017  
           73                     9022            2013            008303         1/1/2017  
           73                     9022            2014            002042         1/1/2017  
           73                     9022            2015            000264         1/1/2017  
           75                     9022            2009            000005         1/1/2017  
           75                     9022            2011            000008         1/1/2017  
           75                     9022            2012            000012         1/1/2017  
           75                     9022            2013            000004         1/1/2017  
           75                     9022            2014            000004         1/1/2017  
           84                     9022            2007            006576         1/1/2017  
           84                     9022            2008            007366         1/1/2017  
           84                     9022            2009            008134         1/1/2017  
           84                     9022            2010            007442         1/1/2017  
           84                     9022            2011            007842         1/1/2017  
           84                     9022            2012            003512         1/1/2017  
           84                     9022            2013            003009         1/1/2017  
           84                     9022            2014            003234         1/1/2017  
           84                     9022            2015            002229         1/1/2017  
           84                     9022            2016            000183         1/1/2017  
           27                     9024            2007            004181         1/1/2017  
           27                     9024            2008            004584         1/1/2017  
           27                     9024            2009            004412         1/1/2017  
           27                     9024            2010            004535         1/1/2017  
           27                     9024            2011            003186         1/1/2017  
           27                     9024            2012            003162         1/1/2017  
           27                     9024            2013            003168         1/1/2017  
           27                     9024            2014            003038         1/1/2017  
           64                     9024            2009            000001         1/1/2017  
           65                     9024            2007            000807         1/1/2017  
           65                     9024            2008            024415         1/1/2017  
           65                     9024            2009            025844         1/1/2017  
           65                     9024            2010            012033         1/1/2017  
           65                     9024            2011            000208         1/1/2017  
           65                     9024            2012            000213         1/1/2017  
           65                     9024            2013            000217         1/1/2017  
           65                     9024            2014            000038         1/1/2017  
           84                     9024            2007            012050         1/1/2017  
           84                     9024            2008            012330         1/1/2017  
           84                     9024            2009            025154         1/1/2017  
           84                     9024            2010            012157         1/1/2017  
           20                     9025            2007            700017         1/1/2017  
           20                     9025            2008            700037         1/1/2017  
           20                     9025            2009            700024         1/1/2017  
           20                     9025            2010            310020         1/1/2017  
           20                     9025            2011            700012         1/1/2017  
           20                     9025            2012            700013         1/1/2017  
           20                     9025            2013            700022         1/1/2017  
           20                     9025            2014            311104         1/1/2017  
           20                     9025            2015            999996         1/1/2017  
           20                     9025            2016            500005         1/1/2017  
           20                     9025            2017            999999         4/28/2017 
           67                     9025            2007            210030         1/1/2017  
           67                     9025            2008            210011         1/1/2017  
           67                     9025            2009            210014         1/1/2017  
           67                     9025            2010            210016         1/1/2017  
           67                     9025            2011            210035         1/1/2017  
           67                     9025            2012            210034         1/1/2017  
           67                     9025            2013            210054         1/1/2017  
           67                     9025            2014            210062         1/1/2017  
           67                     9025            2015            220023         1/1/2017  
           67                     9025            2016            220030         1/1/2017  
           67                     9025            2017            999999         4/28/2017 
           19                     9027            2007            000110         1/1/2017  
           19                     9027            2008            000084         1/1/2017  
           19                     9027            2009            000093         1/1/2017  
           19                     9027            2010            000100         1/1/2017  
           19                     9027            2011            000077         1/1/2017  
           19                     9027            2012            000095         1/1/2017  
           19                     9027            2013            000086         1/1/2017  
           19                     9027            2014            000105         1/1/2017  
           19                     9027            2015            000253         1/1/2017  
           19                     9027            2016            100086         1/1/2017  
           19                     9027            2017            999999         4/28/2017 
           73                     9029            2007            200463         1/1/2017  
           73                     9029            2008            200400         1/1/2017  
           73                     9029            2009            200388         1/1/2017  
           73                     9029            2010            200383         1/1/2017  
           73                     9029            2011            200313         1/1/2017  
           73                     9029            2012            200343         1/1/2017  
           73                     9029            2013            300025         1/1/2017  
           73                     9029            2014            300031         1/1/2017  
           73                     9029            2015            300007         1/1/2017  
           73                     9029            2016            200252         1/1/2017  
           73                     9029            2017            999999         4/28/2017 
           75                     9029            2007            000208         1/1/2017  
           75                     9029            2008            000212         1/1/2017  
           75                     9029            2009            000218         1/1/2017  
           75                     9029            2010            000246         1/1/2017  
           75                     9029            2011            000202         1/1/2017  
           75                     9029            2012            000203         1/1/2017  
           75                     9029            2013            000283         1/1/2017  
           75                     9029            2014            000313         1/1/2017  
           75                     9029            2015            000361         1/1/2017  
           75                     9029            2016            000219         1/1/2017  
           75                     9029            2017            999999         4/28/2017 
           75                     9030            2007            001179         1/1/2017  
           75                     9030            2008            000921         1/1/2017  
           75                     9030            2009            000632         1/1/2017  
           75                     9030            2010            000593         1/1/2017  
           75                     9030            2011            000696         1/1/2017  
           75                     9030            2012            000765         1/1/2017  
           75                     9030            2013            000751         1/1/2017  
           75                     9030            2014            000724         1/1/2017  
           75                     9030            2015            000729         1/1/2017  
           75                     9030            2016            000713         1/1/2017  
           75                     9030            2017            999999         4/28/2017 
           27                     9031            2016            000610         1/1/2017  
           27                     9031            2017            999999         4/28/2017 
           43                     9031            2017            999999         4/28/2017 
           65                     9031            2016            000618         1/1/2017  
           65                     9031            2017            999999         4/28/2017 
           73                     9031            2016            000424         1/1/2017  
           73                     9031            2017            999999         4/28/2017 
           52                     9033            2007            013437         1/1/2017  
           52                     9033            2008            011256         1/1/2017  
           52                     9033            2009            009140         1/1/2017  
